instance,lb,ub
g2712.col,2,2
g2713.col,2,2
g2714.col,3,3
g2715.col,2,2
g2716.col,3,3
g2717.col,2,2
g2718.col,2,2
g2719.col,2,2
g2720.col,2,2
g2721.col,2,2
g2722.col,2,2
g2723.col,2,2
g2724.col,2,2
g2725.col,2,2
g2726.col,2,2
g2727.col,2,2
g2728.col,2,2
g2729.col,2,2
g2730.col,2,2
g2731.col,2,2
g2732.col,2,2
g2733.col,2,2
g2734.col,2,2
g2735.col,2,2
g2736.col,2,2
g2737.col,2,2
g2738.col,2,2
g2739.col,2,2
g2740.col,2,2
g2741.col,2,2
g2742.col,2,2
g2743.col,2,2
g2744.col,2,2
g2745.col,2,2
g2746.col,2,2
g2747.col,2,2
g2748.col,2,2
g2749.col,2,2
g2750.col,2,2
g2751.col,2,2
g2752.col,2,2
g2753.col,2,2
g2754.col,2,2
g2755.col,2,2
g2756.col,2,2
g2757.col,2,2
g2758.col,2,2
g2759.col,2,2
g2760.col,2,2
g2761.col,2,2
g2762.col,2,2
g2763.col,2,2
g2764.col,2,2
g2765.col,2,2
g2766.col,2,2
g2767.col,2,2
g2768.col,2,2
g2769.col,2,2
g2770.col,2,2
g2771.col,2,2
g2772.col,2,2
g2773.col,2,2
g2774.col,2,2
g2775.col,2,2
g2776.col,2,2
g2777.col,2,2
g2778.col,2,2
g2779.col,2,2
g2780.col,2,2
g2781.col,2,2
g2782.col,2,2
g2783.col,2,2
g2784.col,2,2
g2785.col,2,2
g2786.col,2,2
g2787.col,2,2
g2788.col,2,2
g2789.col,2,2
g2790.col,2,2
g2791.col,2,2
g2792.col,2,2
g2793.col,2,2
g2794.col,2,2
g2795.col,2,2
g2796.col,2,2
g2797.col,2,2
g2798.col,2,2
g2799.col,2,2
g2800.col,2,2
g2801.col,2,2
g2802.col,2,2
g2803.col,2,2
g2804.col,2,2
g2805.col,2,2
g2806.col,2,2
g2807.col,2,2
g2808.col,2,2
g2809.col,2,2
g2810.col,2,2
g2811.col,2,2
g2812.col,3,3
g2813.col,2,2
g2814.col,3,3
g2815.col,2,2
g2816.col,2,2
g2817.col,2,2
g2818.col,2,2
g2819.col,2,2
g2820.col,2,2
g2821.col,2,2
g2822.col,2,2
g2823.col,2,2
g2824.col,3,3
g2825.col,2,2
g2826.col,2,2
g2827.col,2,2
g2828.col,2,2
g2829.col,2,2
g2830.col,2,2
g2831.col,2,2
g2832.col,2,2
g2833.col,2,2
g2834.col,2,2
g2835.col,2,2
g2836.col,2,2
g2837.col,2,2
g2838.col,2,2
g2839.col,2,2
g2840.col,2,2
g2841.col,2,2
g2842.col,2,2
g2843.col,2,2
g2844.col,2,2
g2845.col,2,2
g2846.col,2,2
g2847.col,2,2
g2848.col,2,2
g2849.col,2,2
g2850.col,2,2
g2851.col,2,2
g2852.col,2,2
g2853.col,2,2
g2854.col,2,2
g2855.col,3,3
g2856.col,2,2
g2857.col,2,2
g2858.col,2,2
g2859.col,2,2
g2860.col,2,2
g2861.col,2,2
g2862.col,2,2
g2863.col,2,2
g2864.col,2,2
g2865.col,2,2
g2866.col,2,2
g2867.col,2,2
g2868.col,2,2
g2869.col,2,2
g2870.col,2,2
g2871.col,2,2
g2872.col,2,2
g2873.col,2,2
g2874.col,2,2
g2875.col,2,2
g2876.col,2,2
g2877.col,2,2
g2878.col,2,2
g2879.col,2,2
g2880.col,2,2
g2881.col,2,2
g2882.col,2,2
g2883.col,2,2
g2884.col,2,2
g2885.col,2,2
g2886.col,2,2
g2887.col,2,2
g2888.col,2,2
g2889.col,2,2
g2890.col,2,2
g2891.col,2,2
g2892.col,2,2
g2893.col,2,2
g2894.col,2,2
g2895.col,2,2
g2896.col,2,2
g2897.col,2,2
g2898.col,2,2
g2899.col,2,2
g2900.col,2,2
g2901.col,2,2
g2902.col,2,2
g2903.col,2,2
g2904.col,2,2
g2905.col,2,2
g2906.col,2,2
g2907.col,2,2
g2908.col,2,2
g2909.col,2,2
g2910.col,2,2
g2911.col,2,2
g2912.col,2,2
g2913.col,2,2
g2914.col,2,2
g2915.col,2,2
g2916.col,2,2
g2917.col,2,2
g2918.col,2,2
g2919.col,2,2
g2920.col,3,3
g2921.col,3,3
g2922.col,3,3
g2923.col,3,3
g2924.col,3,3
g2925.col,3,3
g2926.col,3,3
g2927.col,3,3
g2928.col,3,3
g2929.col,3,3
g2930.col,3,3
g2931.col,3,3
g2932.col,3,3
g2933.col,3,3
g2934.col,3,3
g2935.col,3,3
g2936.col,3,3
g2937.col,3,3
g2938.col,3,3
g2939.col,3,3
g2940.col,3,3
g2941.col,3,3
g2942.col,3,3
g2943.col,3,3
g2944.col,3,3
g2945.col,2,2
g2946.col,3,3
g2947.col,3,3
g2948.col,3,3
g2949.col,2,2
g2950.col,3,3
g2951.col,3,3
g2952.col,3,3
g2953.col,2,2
g2954.col,3,3
g2955.col,3,3
g2956.col,3,3
g2957.col,3,3
g2958.col,3,3
g2959.col,3,3
g2960.col,3,3
g2961.col,3,3
g2962.col,3,3
g2963.col,3,3
g2964.col,3,3
g2965.col,3,3
g2966.col,3,3
g2967.col,3,3
g2968.col,3,3
g2969.col,2,2
g2970.col,2,2
g2971.col,2,2
g2972.col,2,2
g2973.col,2,2
g2974.col,3,3
g2975.col,2,2
g2976.col,2,2
g2977.col,2,2
g2978.col,2,2
g2979.col,2,2
g2980.col,3,3
g2981.col,3,3
g2982.col,2,2
g2983.col,2,2
g2984.col,2,2
g2985.col,3,3
g2986.col,2,2
g2987.col,2,2
g2988.col,2,2
g2989.col,3,3
g2990.col,3,3
g2991.col,3,3
g2992.col,3,3
g2993.col,3,3
g2994.col,3,3
g2995.col,3,3
g2996.col,3,3
g2997.col,3,3
g2998.col,3,3
g2999.col,3,3
g3000.col,3,3
g3001.col,3,3
g3002.col,3,3
g3003.col,3,3
g3004.col,3,3
g3005.col,3,3
g3006.col,3,3
g3007.col,3,3
g3008.col,3,3
g3009.col,3,3
g3010.col,3,3
g3011.col,3,3
g3012.col,3,3
g3013.col,2,2
g3014.col,2,2
g3015.col,2,2
g3016.col,2,2
g3017.col,2,2
g3018.col,2,2
g3019.col,2,2
g3020.col,2,2
g3021.col,2,2
g3022.col,2,2
g3023.col,2,2
g3024.col,2,2
g3025.col,2,2
g3026.col,2,2
g3027.col,2,2
g3028.col,3,3
g3029.col,3,3
g3030.col,3,3
g3031.col,2,2
g3032.col,2,2
g3033.col,2,2
g3034.col,2,2
g3035.col,2,2
g3036.col,3,3
g3037.col,3,3
g3038.col,3,3
g3039.col,3,3
g3040.col,2,2
g3041.col,3,3
g3042.col,2,2
g3043.col,2,2
g3044.col,2,2
g3045.col,2,2
g3046.col,2,2
g3047.col,2,2
g3048.col,2,2
g3049.col,2,2
g3050.col,2,2
g3051.col,2,2
g3052.col,2,2
g3053.col,2,2
g3054.col,2,2
g3055.col,2,2
g3056.col,2,2
g3057.col,2,2
g3058.col,2,2
g3059.col,2,2
g3060.col,2,2
g3061.col,2,2
g3062.col,2,2
g3063.col,2,2
g3064.col,2,2
g3065.col,2,2
g3066.col,2,2
g3067.col,2,2
g3068.col,2,2
g3069.col,4,4
g3070.col,4,4
g3071.col,4,4
g3072.col,3,3
g3073.col,3,3
g3074.col,4,4
g3075.col,4,4
g3076.col,4,4
g3077.col,4,4
g3078.col,4,4
g3079.col,4,4
g3080.col,4,4
g3081.col,4,4
g3082.col,4,4
g3083.col,4,4
g3084.col,3,3
g3085.col,3,3
g3086.col,3,3
g3087.col,4,4
g3088.col,4,4
g3089.col,4,4
g3090.col,4,4
g3091.col,4,4
g3092.col,4,4
g3093.col,4,4
g3094.col,4,4
g3095.col,4,4
g3096.col,3,3
g3097.col,4,4
g3098.col,4,4
g3099.col,4,4
g3100.col,4,4
g3101.col,4,4
g3102.col,4,4
g3103.col,4,4
g3104.col,3,3
g3105.col,3,3
g3106.col,4,4
g3107.col,4,4
g3108.col,4,4
g3109.col,4,4
g3110.col,4,4
g3111.col,3,3
g3112.col,4,4
g3113.col,4,4
g3114.col,4,4
g3115.col,4,4
g3116.col,4,4
g3117.col,4,4
g3118.col,3,3
g3119.col,4,4
g3120.col,5,5
g3121.col,4,4
g3122.col,4,4
g3123.col,4,4
g3124.col,4,4
g3125.col,3,3
g3126.col,5,5
g3127.col,5,5
g3128.col,4,4
g3129.col,5,5
g3130.col,5,5
g3131.col,4,4
g3132.col,4,4
g3133.col,4,4
g3134.col,5,5
g3135.col,4,4
g3136.col,4,4
g3137.col,4,4
g3138.col,3,3
g3139.col,3,3
g3140.col,4,4
g3141.col,4,4
g3142.col,3,3
g3143.col,4,4
g3144.col,3,3
g3145.col,4,4
g3146.col,4,4
g3147.col,3,3
g3148.col,4,4
g3149.col,5,5
g3150.col,3,3
g3151.col,4,4
g3152.col,3,3
g3153.col,5,5
g3154.col,4,4
g3155.col,4,4
g3156.col,4,4
g3157.col,3,3
g3158.col,3,3
g3159.col,4,4
g3160.col,5,5
g3161.col,3,3
g3162.col,4,4
g3163.col,3,3
g3164.col,3,3
g3165.col,3,3
g3166.col,5,5
g3167.col,5,5
g3168.col,4,4
g3169.col,66,66
g3170.col,69,69
g3171.col,65,65
g3172.col,69,69
g3173.col,66,66
g3174.col,66,66
g3175.col,66,66
g3176.col,68,68
g3177.col,67,67
g3178.col,68,68
g3179.col,69,69
g3180.col,67,67
g3181.col,67,67
g3182.col,65,65
g3183.col,69,69
g3184.col,69,69
g3185.col,69,69
g3186.col,63,63
g3187.col,69,69
g3188.col,66,66
g3189.col,65,65
g3190.col,56,56
g3191.col,68,68
g3192.col,58,58
g3193.col,66,66
g3194.col,61,61
g3195.col,66,66
g3196.col,66,66
g3197.col,65,65
g3198.col,68,68
g3199.col,69,69
g3200.col,66,66
g3201.col,65,65
g3202.col,69,69
g3203.col,65,65
g3204.col,67,67
g3205.col,70,70
g3206.col,68,68
g3207.col,70,70
g3208.col,63,63
g3209.col,65,65
g3210.col,66,66
g3211.col,63,63
g3212.col,60,60
g3213.col,61,61
g3214.col,60,60
g3215.col,62,62
g3216.col,69,69
g3217.col,68,68
g3218.col,68,68
g3219.col,5,5
g3220.col,4,4
g3221.col,4,4
g3222.col,4,4
g3223.col,4,4
g3224.col,4,4
g3225.col,4,4
g3226.col,5,5
g3227.col,4,4
g3228.col,4,4
g3229.col,4,4
g3230.col,4,4
g3231.col,4,4
g3232.col,4,4
g3233.col,4,4
g3234.col,4,4
g3235.col,4,4
g3236.col,4,4
g3237.col,4,4
g3238.col,4,4
g3239.col,4,4
g3240.col,4,4
g3241.col,4,4
g3242.col,4,4
g3243.col,4,4
g3244.col,4,4
g3245.col,5,5
g3246.col,5,5
g3247.col,4,4
g3248.col,4,4
g3249.col,4,4
g3250.col,5,5
g3251.col,5,5
g3252.col,4,4
g3253.col,5,5
g3254.col,5,5
g3255.col,5,5
g3256.col,4,4
g3257.col,4,4
g3258.col,4,4
g3259.col,4,4
g3260.col,4,4
g3261.col,4,4
g3262.col,4,4
g3263.col,5,5
g3264.col,4,4
g3265.col,4,4
g3266.col,4,4
g3267.col,4,4
g3268.col,5,5
g3269.col,4,4
g3270.col,4,4
g3271.col,4,4
g3272.col,3,3
g3273.col,4,4
g3274.col,4,4
g3275.col,4,4
g3276.col,4,4
g3277.col,4,4
g3278.col,4,4
g3279.col,4,4
g3280.col,4,4
g3281.col,4,4
g3282.col,4,4
g3283.col,3,3
g3284.col,4,4
g3285.col,4,4
g3286.col,4,4
g3287.col,4,4
g3288.col,4,4
g3289.col,4,4
g3290.col,4,4
g3291.col,4,4
g3292.col,4,4
g3293.col,4,4
g3294.col,4,4
g3295.col,4,4
g3296.col,4,4
g3297.col,4,4
g3298.col,4,4
g3299.col,4,4
g3300.col,4,4
g3301.col,4,4
g3302.col,4,4
g3303.col,4,4
g3304.col,4,4
g3305.col,4,4
g3306.col,3,3
g3307.col,3,3
g3308.col,4,4
g3309.col,4,4
g3310.col,4,4
g3311.col,4,4
g3312.col,3,3
g3313.col,3,3
g3314.col,3,3
g3315.col,4,4
g3316.col,4,4
g3317.col,4,4
g3318.col,4,4
g3319.col,4,4
g3320.col,3,3
g3321.col,3,3
g3322.col,3,3
g3323.col,3,3
g3324.col,4,4
g3325.col,3,3
g3326.col,3,3
g3327.col,3,3
g3328.col,3,3
g3329.col,3,3
g3330.col,4,4
g3331.col,4,4
g3332.col,3,3
g3333.col,3,3
g3334.col,3,3
g3335.col,3,3
g3336.col,4,4
g3337.col,3,3
g3338.col,3,3
g3339.col,3,3
g3340.col,3,3
g3341.col,3,3
g3342.col,3,3
g3343.col,3,3
g3344.col,3,3
g3345.col,3,3
g3346.col,3,3
g3347.col,3,3
g3348.col,3,3
g3349.col,3,3
g3350.col,3,3
g3351.col,3,3
g3352.col,3,3
g3353.col,3,3
g3354.col,3,3
g3355.col,3,3
g3356.col,3,3
g3357.col,3,3
g3358.col,3,3
g3359.col,4,4
g3360.col,3,3
g3361.col,3,3
g3362.col,4,4
g3363.col,4,4
g3364.col,3,3
g3365.col,3,3
g3366.col,3,3
g3367.col,3,3
g3368.col,3,3
g3369.col,4,4
g3370.col,4,4
g3371.col,4,4
g3372.col,4,4
g3373.col,4,4
g3374.col,3,3
g3375.col,4,4
g3376.col,4,4
g3377.col,4,4
g3378.col,3,3
g3379.col,3,3
g3380.col,4,4
g3381.col,4,4
g3382.col,4,4
g3383.col,4,4
g3384.col,3,3
g3385.col,4,4
g3386.col,4,4
g3387.col,4,4
g3388.col,4,4
g3389.col,4,4
g3390.col,4,4
g3391.col,3,3
g3392.col,4,4
g3393.col,4,4
g3394.col,4,4
g3395.col,3,3
g3396.col,4,4
g3397.col,3,3
g3398.col,4,4
g3399.col,4,4
g3400.col,3,3
g3401.col,4,4
g3402.col,4,4
g3403.col,3,3
g3404.col,4,4
g3405.col,4,4
g3406.col,4,4
g3407.col,3,3
g3408.col,4,4
g3409.col,4,4
g3410.col,4,4
g3411.col,3,3
g3412.col,3,3
g3413.col,3,3
g3414.col,4,4
g3415.col,4,4
g3416.col,4,4
g3417.col,4,4
g3418.col,4,4
g3419.col,2,2
g3420.col,2,2
g3421.col,2,2
g3422.col,3,3
g3423.col,3,3
g3424.col,3,3
g3425.col,3,3
g3426.col,3,3
g3427.col,2,2
g3428.col,2,2
g3429.col,2,2
g3430.col,2,2
g3431.col,2,2
g3432.col,2,2
g3433.col,2,2
g3434.col,2,2
g3435.col,2,2
g3436.col,2,2
g3437.col,2,2
g3438.col,2,2
g3439.col,2,2
g3440.col,2,2
g3441.col,2,2
g3442.col,2,2
g3443.col,2,2
g3444.col,3,3
g3445.col,3,3
g3446.col,3,3
g3447.col,3,3
g3448.col,2,2
g3449.col,3,3
g3450.col,3,3
g3451.col,3,3
g3452.col,3,3
g3453.col,3,3
g3454.col,3,3
g3455.col,3,3
g3456.col,3,3
g3457.col,3,3
g3458.col,2,2
g3459.col,2,2
g3460.col,2,2
g3461.col,3,3
g3462.col,3,3
g3463.col,3,3
g3464.col,3,3
g3465.col,3,3
g3466.col,3,3
g3467.col,3,3
g3468.col,3,3
g3469.col,3,3
g3470.col,3,3
g3471.col,3,3
g3472.col,3,3
g3473.col,3,3
g3474.col,3,3
g3475.col,3,3
g3476.col,3,3
g3477.col,3,3
g3478.col,3,3
g3479.col,3,3
g3480.col,3,3
g3481.col,4,4
g3482.col,4,4
g3483.col,3,3
g3484.col,3,3
g3485.col,4,4
g3486.col,3,3
g3487.col,4,4
g3488.col,3,3
g3489.col,3,3
g3490.col,3,3
g3491.col,3,3
g3492.col,4,4
g3493.col,4,4
g3494.col,3,3
g3495.col,3,3
g3496.col,4,4
g3497.col,3,3
g3498.col,4,4
g3499.col,3,3
g3500.col,4,4
g3501.col,4,4
g3502.col,3,3
g3503.col,3,3
g3504.col,3,3
g3505.col,3,3
g3506.col,3,3
g3507.col,3,3
g3508.col,4,4
g3509.col,4,4
g3510.col,3,3
g3511.col,3,3
g3512.col,3,3
g3513.col,4,4
g3514.col,3,3
g3515.col,3,3
g3516.col,3,3
g3517.col,3,3
g3518.col,3,3
g3519.col,2,2
g3520.col,2,2
g3521.col,2,2
g3522.col,3,3
g3523.col,2,2
g3524.col,2,2
g3525.col,2,2
g3526.col,3,3
g3527.col,3,3
g3528.col,3,3
g3529.col,4,4
g3530.col,4,4
g3531.col,4,4
g3532.col,4,4
g3533.col,4,4
g3534.col,4,4
g3535.col,4,4
g3536.col,4,4
g3537.col,4,4
g3538.col,4,4
g3539.col,3,3
g3540.col,3,3
g3541.col,3,3
g3542.col,2,2
g3543.col,3,3
g3544.col,3,3
g3545.col,2,2
g3546.col,2,2
g3547.col,2,2
g3548.col,3,3
g3549.col,4,4
g3550.col,3,3
g3551.col,4,4
g3552.col,4,4
g3553.col,4,4
g3554.col,4,4
g3555.col,3,3
g3556.col,3,3
g3557.col,3,3
g3558.col,3,3
g3559.col,12,12
g3560.col,12,12
g3561.col,12,12
g3562.col,12,12
g3563.col,12,12
g3564.col,12,12
g3565.col,12,12
g3566.col,12,12
g3567.col,12,12
g3568.col,12,12
g3569.col,8,8
g3570.col,8,8
g3571.col,8,8
g3572.col,8,8
g3573.col,8,8
g3574.col,8,8
g3575.col,8,8
g3576.col,8,8
g3577.col,8,8
g3578.col,8,8
g3579.col,12,13
g3580.col,12,13
g3581.col,12,13
g3582.col,12,13
g3583.col,12,13
g3584.col,12,13
g3585.col,12,13
g3586.col,12,13
g3587.col,12,13
g3588.col,12,13
g3589.col,12,13
g3590.col,12,13
g3591.col,12,13
g3592.col,12,13
g3593.col,12,13
g3594.col,12,13
g3595.col,12,12
g3596.col,12,13
g3597.col,0,0
g3598.col,12,13
g3599.col,15,15
g3600.col,15,16
g3601.col,15,16
g3602.col,15,16
g3603.col,15,16
g3604.col,15,16
g3605.col,15,16
g3606.col,15,16
g3607.col,15,16
g3608.col,15,16
g3609.col,13,13
g3610.col,13,13
g3611.col,13,13
g3612.col,13,13
g3613.col,13,13
g3614.col,13,13
g3615.col,13,13
g3616.col,13,13
g3617.col,13,13
g3618.col,13,13
g3619.col,15,15
g3620.col,13,13
g3621.col,14,14
g3622.col,11,12
g3623.col,11,12
g3624.col,12,13
g3625.col,15,15
g3626.col,10,11
g3627.col,9,9
g3628.col,12,13
g3629.col,12,12
g3630.col,8,8
g3631.col,7,8
g3632.col,8,8
g3633.col,12,12
g3634.col,12,12
g3635.col,11,11
g3636.col,10,10
g3637.col,9,10
g3638.col,7,7
g3639.col,11,11
g3640.col,10,10
g3641.col,11,11
g3642.col,14,14
g3643.col,11,11
g3644.col,13,13
g3645.col,14,14
g3646.col,11,11
g3647.col,11,11
g3648.col,12,12
g3649.col,7,8
g3650.col,10,10
g3651.col,8,8
g3652.col,12,12
g3653.col,7,7
g3654.col,8,8
g3655.col,9,9
g3656.col,13,13
g3657.col,14,14
g3658.col,21,22
g3659.col,13,13
g3660.col,13,13
g3661.col,12,13
g3662.col,0,0
g3663.col,12,12
g3664.col,11,11
g3665.col,11,12
g3666.col,9,9
g3667.col,15,15
g3668.col,9,9
g3669.col,11,11
g3670.col,8,8
g3671.col,13,13
g3672.col,13,13
g3673.col,15,16
g3674.col,15,15
g3675.col,0,0
g3676.col,8,9
g3677.col,9,9
g3678.col,7,8
g3679.col,20,20
g3680.col,8,8
g3681.col,10,10
g3682.col,8,8
g3683.col,13,13
g3684.col,12,12
g3685.col,11,12
g3686.col,9,10
g3687.col,10,10
g3688.col,14,14
g3689.col,11,11
g3690.col,12,12
g3691.col,13,13
g3692.col,12,12
g3693.col,11,12
g3694.col,10,11
g3695.col,12,12
g3696.col,10,10
g3697.col,8,8
g3698.col,11,12
g3699.col,7,8
g3700.col,10,10
g3701.col,9,9
g3702.col,13,13
g3703.col,14,14
g3704.col,10,10
g3705.col,8,9
g3706.col,7,7
g3707.col,9,10
g3708.col,8,8
g3709.col,13,13
g3710.col,10,11
g3711.col,10,10
g3712.col,13,13
g3713.col,9,10
g3714.col,7,8
g3715.col,14,14
g3716.col,9,9
g3717.col,15,15
g3718.col,9,9
g3719.col,7,7
g3720.col,9,10
g3721.col,13,13
g3722.col,11,11
g3723.col,8,9
g3724.col,11,11
g3725.col,7,7
g3726.col,13,13
g3727.col,6,6
g3728.col,11,11
g3729.col,11,12
g3730.col,11,12
g3731.col,11,12
g3732.col,11,12
g3733.col,11,12
g3734.col,11,12
g3735.col,11,12
g3736.col,11,12
g3737.col,11,12
g3738.col,11,12
g3739.col,11,12
g3740.col,11,12
g3741.col,11,12
g3742.col,11,12
g3743.col,11,12
g3744.col,11,12
g3745.col,11,12
g3746.col,11,12
g3747.col,11,12
g3748.col,11,12
g3749.col,11,12
g3750.col,11,12
g3751.col,11,12
g3752.col,11,12
g3753.col,11,12
g3754.col,11,12
g3755.col,11,12
g3756.col,11,12
g3757.col,11,12
g3758.col,11,12
g3759.col,11,12
g3760.col,11,12
g3761.col,11,12
g3762.col,11,12
g3763.col,11,12
g3764.col,11,12
g3765.col,11,12
g3766.col,11,12
g3767.col,11,12
g3768.col,11,12
g3769.col,11,12
g3770.col,11,12
g3771.col,11,12
g3772.col,11,12
g3773.col,11,12
g3774.col,11,12
g3775.col,11,12
g3776.col,11,12
g3777.col,11,12
g3778.col,11,12
g3779.col,11,12
g3780.col,11,12
g3781.col,11,12
g3782.col,11,12
g3783.col,11,12
g3784.col,11,12
g3785.col,11,12
g3786.col,11,12
g3787.col,11,12
g3788.col,11,12
g3789.col,11,11
g3790.col,11,12
g3791.col,11,12
g3792.col,11,12
g3793.col,11,12
g3794.col,11,12
g3795.col,11,12
g3796.col,11,12
g3797.col,11,12
g3798.col,11,12
g3799.col,11,12
g3800.col,11,12
g3801.col,11,12
g3802.col,11,12
g3803.col,11,12
g3804.col,11,12
g3805.col,11,12
g3806.col,11,12
g3807.col,11,12
g3808.col,11,12
g3809.col,11,12
g3810.col,11,12
g3811.col,11,12
g3812.col,11,12
g3813.col,11,11
g3814.col,11,12
g3815.col,11,12
g3816.col,11,12
g3817.col,11,12
g3818.col,11,12
g3819.col,11,12
g3820.col,11,12
g3821.col,11,12
g3822.col,11,12
g3823.col,11,12
g3824.col,11,12
g3825.col,11,12
g3826.col,11,12
g3827.col,11,12
g3828.col,11,12
g3829.col,13,13
g3830.col,12,14
g3831.col,13,13
g3832.col,13,13
g3833.col,13,13
g3834.col,13,13
g3835.col,13,13
g3836.col,13,13
g3837.col,13,13
g3838.col,13,13
g3839.col,13,13
g3840.col,16,16
g3841.col,14,14
g3842.col,13,13
g3843.col,7,8
g3844.col,13,13
g3845.col,16,16
g3846.col,15,16
g3847.col,15,15
g3848.col,7,7
g3849.col,11,12
g3850.col,11,12
g3851.col,11,12
g3852.col,11,12
g3853.col,11,11
g3854.col,11,11
g3855.col,11,12
g3856.col,11,12
g3857.col,11,12
g3858.col,11,11
g3859.col,7,7
g3860.col,7,7
g3861.col,8,8
g3862.col,8,8
g3863.col,7,7
g3864.col,7,7
g3865.col,8,8
g3866.col,8,8
g3867.col,8,8
g3868.col,8,8
g3869.col,9,9
g3870.col,8,8
g3871.col,8,8
g3872.col,8,8
g3873.col,7,7
g3874.col,7,7
g3875.col,7,7
g3876.col,7,7
g3877.col,8,8
g3878.col,8,8
g3879.col,9,9
g3880.col,9,9
g3881.col,8,8
g3882.col,9,9
g3883.col,9,9
g3884.col,9,9
g3885.col,9,9
g3886.col,8,8
g3887.col,9,9
g3888.col,8,8
g3889.col,8,8
g3890.col,8,8
g3891.col,8,8
g3892.col,8,8
g3893.col,9,9
g3894.col,9,9
g3895.col,7,7
g3896.col,8,8
g3897.col,9,9
g3898.col,8,8
g3899.col,9,9
g3900.col,9,9
g3901.col,9,9
g3902.col,9,9
g3903.col,9,9
g3904.col,8,8
g3905.col,8,8
g3906.col,8,8
g3907.col,8,8
g3908.col,9,9
g3909.col,8,8
g3910.col,12,12
g3911.col,7,7
g3912.col,8,8
g3913.col,13,13
g3914.col,8,8
g3915.col,12,12
g3916.col,12,12
g3917.col,12,12
g3918.col,13,13
g3919.col,13,13
g3920.col,12,12
g3921.col,13,13
g3922.col,12,12
g3923.col,12,12
g3924.col,13,13
g3925.col,13,13
g3926.col,13,13
g3927.col,85,85
g3928.col,13,13
g3929.col,13,13
g3930.col,12,12
g3931.col,12,12
g3932.col,13,13
g3933.col,13,13
g3934.col,13,13
g3935.col,13,13
g3936.col,12,12
g3937.col,13,13
g3938.col,13,13
g3939.col,13,13
g3940.col,13,13
g3941.col,12,12
g3942.col,13,13
g3943.col,13,13
g3944.col,13,13
g3945.col,13,13
g3946.col,79,79
g3947.col,13,13
g3948.col,13,13
g3949.col,13,13
g3950.col,13,13
g3951.col,13,13
g3952.col,13,13
g3953.col,12,12
g3954.col,13,13
g3955.col,13,13
g3956.col,13,13
g3957.col,12,12
g3958.col,13,13
g3959.col,66,66
g3960.col,66,66
g3961.col,66,66
g3962.col,69,69
g3963.col,67,67
g3964.col,67,67
g3965.col,67,67
g3966.col,69,69
g3967.col,69,69
g3968.col,68,68
g3969.col,67,67
g3970.col,67,67
g3971.col,68,68
g3972.col,68,68
g3973.col,68,68
g3974.col,68,68
g3975.col,69,69
g3976.col,68,68
g3977.col,68,68
g3978.col,68,68
g3979.col,68,68
g3980.col,69,69
g3981.col,69,69
g3982.col,69,69
g3983.col,69,69
g3984.col,68,68
g3985.col,68,68
g3986.col,68,68
g3987.col,67,67
g3988.col,67,67
g3989.col,68,68
g3990.col,68,68
g3991.col,69,69
g3992.col,68,68
g3993.col,68,68
g3994.col,68,68
g3995.col,68,68
g3996.col,69,69
g3997.col,69,69
g3998.col,68,68
g3999.col,69,69
g4000.col,68,68
g4001.col,69,69
g4002.col,69,69
g4003.col,69,69
g4004.col,69,69
g4005.col,68,68
g4006.col,69,69
g4007.col,69,69
g4008.col,69,69
g4009.col,46,46
g4010.col,46,46
g4011.col,45,45
g4012.col,45,45
g4013.col,46,46
g4014.col,46,46
g4015.col,46,46
g4016.col,45,45
g4017.col,45,45
g4018.col,46,46
g4019.col,45,45
g4020.col,44,44
g4021.col,45,45
g4022.col,46,46
g4023.col,45,45
g4024.col,45,45
g4025.col,47,47
g4026.col,46,46
g4027.col,45,45
g4028.col,47,47
g4029.col,45,45
g4030.col,45,45
g4031.col,45,45
g4032.col,46,46
g4033.col,45,45
g4034.col,46,46
g4035.col,45,45
g4036.col,46,46
g4037.col,45,45
g4038.col,46,46
g4039.col,46,46
g4040.col,45,45
g4041.col,45,45
g4042.col,46,46
g4043.col,45,45
g4044.col,44,44
g4045.col,45,45
g4046.col,45,45
g4047.col,45,45
g4048.col,46,46
g4049.col,46,46
g4050.col,46,46
g4051.col,45,45
g4052.col,46,46
g4053.col,45,45
g4054.col,46,46
g4055.col,46,46
g4056.col,45,45
g4057.col,46,46
g4058.col,45,45
g4059.col,35,35
g4060.col,35,35
g4061.col,35,35
g4062.col,35,35
g4063.col,34,34
g4064.col,35,35
g4065.col,35,35
g4066.col,34,34
g4067.col,35,35
g4068.col,35,35
g4069.col,35,35
g4070.col,35,35
g4071.col,35,35
g4072.col,35,35
g4073.col,35,35
g4074.col,35,35
g4075.col,35,35
g4076.col,35,35
g4077.col,34,34
g4078.col,35,35
g4079.col,34,34
g4080.col,34,34
g4081.col,34,34
g4082.col,34,34
g4083.col,35,35
g4084.col,35,35
g4085.col,35,35
g4086.col,35,35
g4087.col,35,35
g4088.col,35,35
g4089.col,35,35
g4090.col,35,35
g4091.col,35,35
g4092.col,35,35
g4093.col,35,35
g4094.col,35,35
g4095.col,34,34
g4096.col,35,35
g4097.col,35,35
g4098.col,34,34
g4099.col,34,34
g4100.col,35,35
g4101.col,35,35
g4102.col,34,34
g4103.col,36,36
g4104.col,35,35
g4105.col,35,35
g4106.col,35,35
g4107.col,35,35
g4108.col,35,35
g4109.col,31,31
g4110.col,31,31
