instance,nodes,edges,density,min_deg,max_deg,components,components_complement,source,algebraic_connectivity,energy,matilda_maxis,matilda_dsatur,lb,ub
g3188.col,100.0,4187.0,0.845859,58.0,99.0,1.0,11.0,matilda,46.1085,2.6769,66.0,66.0,66,66
g3189.col,100.0,4197.0,0.847879,54.0,99.0,1.0,12.0,matilda,47.9508,2.71461,66.0,65.0,65,65
g3190.col,100.0,4306.0,0.869899,53.0,99.0,1.0,9.0,matilda,46.7173,2.70278,56.0,56.0,56,56
g3191.col,100.0,4234.0,0.855354,50.0,99.0,1.0,16.0,matilda,45.9142,2.67941,68.0,68.0,68,68
g3192.col,100.0,4206.0,0.849697,54.0,99.0,1.0,8.0,matilda,46.9449,2.69058,58.0,58.0,58,58
g3193.col,100.0,4191.0,0.846667,54.0,99.0,1.0,12.0,matilda,47.9695,2.71573,66.0,66.0,66,66
g3194.col,100.0,4243.0,0.857172,52.0,99.0,1.0,12.0,matilda,47.0771,2.7,61.0,61.0,61,61
g3195.col,100.0,4206.0,0.849697,52.0,99.0,1.0,11.0,matilda,46.5884,2.68153,66.0,66.0,66,66
g3196.col,100.0,4179.0,0.844242,56.0,99.0,1.0,12.0,matilda,47.372,2.69574,66.0,66.0,66,66
g3197.col,100.0,4298.0,0.868283,51.0,99.0,1.0,10.0,matilda,46.2902,2.6958,65.0,65.0,65,65
g3198.col,100.0,4192.0,0.846869,55.0,99.0,1.0,11.0,matilda,46.9824,2.68844,68.0,68.0,68,68
g3199.col,100.0,4199.0,0.848283,52.0,99.0,1.0,14.0,matilda,44.8688,2.63787,69.0,69.0,69,69
g3200.col,100.0,4191.0,0.846667,54.0,99.0,1.0,12.0,matilda,47.9434,2.7156,66.0,66.0,66,66
g3201.col,100.0,4199.0,0.848283,56.0,99.0,1.0,11.0,matilda,48.3669,2.72363,66.0,65.0,65,65
g3202.col,100.0,4340.0,0.876768,45.0,99.0,1.0,9.0,matilda,43.6091,2.64554,69.0,69.0,69,69
g3203.col,100.0,4211.0,0.850707,60.0,99.0,1.0,5.0,matilda,48.4223,2.72689,66.0,65.0,65,65
g3204.col,100.0,4191.0,0.846667,54.0,99.0,1.0,12.0,matilda,47.9643,2.71622,67.0,67.0,67,67
g3205.col,100.0,4327.0,0.874141,45.0,99.0,1.0,10.0,matilda,43.2545,2.61825,70.0,70.0,70,70
g3206.col,100.0,4325.0,0.873737,49.0,99.0,1.0,8.0,matilda,45.6485,2.67736,68.0,68.0,68,68
g3207.col,100.0,4172.0,0.842828,52.0,99.0,1.0,15.0,matilda,44.5301,2.64366,70.0,70.0,70,70
g3208.col,100.0,4226.0,0.853737,56.0,99.0,1.0,7.0,matilda,48.1843,2.72328,63.0,63.0,63,63
g3209.col,100.0,4184.0,0.845253,52.0,99.0,1.0,15.0,matilda,45.1731,2.65868,66.0,65.0,65,65
g3210.col,100.0,4203.0,0.849091,60.0,99.0,1.0,11.0,matilda,48.4254,2.72479,66.0,66.0,66,66
g3211.col,100.0,4235.0,0.855556,52.0,99.0,1.0,12.0,matilda,46.3994,2.68047,63.0,63.0,63,63
g3212.col,100.0,4213.0,0.851111,54.0,99.0,1.0,11.0,matilda,48.4854,2.72992,61.0,60.0,60,60
g3213.col,100.0,4236.0,0.855758,55.0,99.0,1.0,11.0,matilda,48.0271,2.72043,62.0,61.0,61,61
g3214.col,100.0,4262.0,0.86101,53.0,99.0,1.0,9.0,matilda,48.1533,2.72983,60.0,60.0,60,60
g3215.col,100.0,4360.0,0.880808,49.0,99.0,1.0,11.0,matilda,47.2316,2.72386,63.0,62.0,62,62
g3216.col,100.0,4159.0,0.840202,52.0,99.0,1.0,14.0,matilda,44.1314,2.63403,69.0,69.0,69,69
g3217.col,100.0,4206.0,0.849697,55.0,99.0,1.0,10.0,matilda,47.5325,2.70244,68.0,68.0,68,68
g3218.col,100.0,4322.0,0.873131,50.0,99.0,1.0,9.0,matilda,47.0021,2.7095,68.0,68.0,68,68
g3219.col,100.0,744.0,0.150303,2.0,43.0,1.0,1.0,matilda,1.8898,1.88905,100.0,5.0,5,5
g3220.col,100.0,869.0,0.175556,1.0,50.0,1.0,1.0,matilda,0.9695,1.86332,6.0,5.0,4,4
g3221.col,100.0,869.0,0.175556,1.0,51.0,1.0,1.0,matilda,0.9584,1.8618,6.0,4.0,4,4
g3222.col,100.0,869.0,0.175556,1.0,54.0,1.0,1.0,matilda,0.9708,1.86362,7.0,4.0,4,4
g3223.col,100.0,868.0,0.175354,1.0,48.0,1.0,1.0,matilda,0.9731,1.86326,7.0,4.0,4,4
g3224.col,100.0,866.0,0.174949,1.0,50.0,1.0,1.0,matilda,0.9691,1.86164,7.0,4.0,4,4
g3225.col,100.0,868.0,0.175354,1.0,49.0,1.0,1.0,matilda,0.9691,1.86314,6.0,4.0,4,4
g3226.col,100.0,740.0,0.149495,2.0,43.0,1.0,1.0,matilda,1.8884,1.88702,100.0,5.0,5,5
g3227.col,100.0,871.0,0.17596,1.0,44.0,1.0,1.0,matilda,0.9593,1.86385,7.0,4.0,4,4
g3228.col,100.0,866.0,0.174949,1.0,47.0,1.0,1.0,matilda,0.9729,1.86267,6.0,5.0,4,4
g3229.col,100.0,866.0,0.174949,1.0,50.0,1.0,1.0,matilda,0.969,1.86219,6.0,4.0,4,4
g3230.col,100.0,864.0,0.174545,1.0,47.0,1.0,1.0,matilda,0.9693,1.86101,6.0,4.0,4,4
g3231.col,100.0,869.0,0.175556,1.0,46.0,1.0,1.0,matilda,0.962,1.86371,6.0,4.0,4,4
g3232.col,100.0,864.0,0.174545,1.0,51.0,1.0,1.0,matilda,0.9608,1.86,6.0,4.0,4,4
g3233.col,100.0,871.0,0.17596,1.0,45.0,1.0,1.0,matilda,0.9523,1.864,6.0,4.0,4,4
g3234.col,100.0,868.0,0.175354,1.0,53.0,1.0,1.0,matilda,0.967,1.86389,6.0,4.0,4,4
g3235.col,100.0,869.0,0.175556,1.0,54.0,1.0,1.0,matilda,0.9584,1.86345,6.0,4.0,4,4
g3236.col,100.0,862.0,0.174141,1.0,47.0,1.0,1.0,matilda,0.9718,1.86015,6.0,4.0,4,4
g3237.col,100.0,868.0,0.175354,1.0,50.0,1.0,1.0,matilda,0.9691,1.86429,7.0,4.0,4,4
g3238.col,100.0,867.0,0.175152,1.0,50.0,1.0,1.0,matilda,0.9534,1.86145,7.0,4.0,4,4
g3239.col,100.0,864.0,0.174545,1.0,47.0,1.0,1.0,matilda,0.9555,1.85959,6.0,4.0,4,4
g3240.col,100.0,868.0,0.175354,1.0,47.0,1.0,1.0,matilda,0.9646,1.86157,6.0,5.0,4,4
g3241.col,100.0,867.0,0.175152,1.0,48.0,1.0,1.0,matilda,0.9828,1.86517,6.0,4.0,4,4
g3242.col,100.0,866.0,0.174949,1.0,48.0,1.0,1.0,matilda,0.9828,1.86494,8.0,4.0,4,4
g3243.col,100.0,866.0,0.174949,1.0,45.0,1.0,1.0,matilda,0.9513,1.86059,6.0,5.0,4,4
g3244.col,100.0,866.0,0.174949,1.0,47.0,1.0,1.0,matilda,0.9634,1.86231,6.0,4.0,4,4
g3245.col,100.0,864.0,0.174545,1.0,47.0,1.0,1.0,matilda,0.9636,1.86106,7.0,5.0,5,5
g3246.col,100.0,864.0,0.174545,1.0,52.0,1.0,1.0,matilda,0.9554,1.86003,7.0,5.0,5,5
g3247.col,100.0,862.0,0.174141,1.0,44.0,1.0,1.0,matilda,0.9634,1.85922,100.0,4.0,4,4
g3248.col,100.0,862.0,0.174141,1.0,47.0,1.0,1.0,matilda,0.9693,1.86052,6.0,4.0,4,4
g3249.col,100.0,861.0,0.173939,1.0,45.0,1.0,1.0,matilda,0.9635,1.85899,6.0,4.0,4,4
g3250.col,100.0,863.0,0.174343,1.0,50.0,1.0,1.0,matilda,0.9624,1.8604,7.0,5.0,5,5
g3251.col,100.0,866.0,0.174949,1.0,46.0,1.0,1.0,matilda,0.9596,1.86224,6.0,5.0,5,5
g3252.col,100.0,863.0,0.174343,1.0,49.0,1.0,1.0,matilda,0.9691,1.86135,6.0,4.0,4,4
g3253.col,100.0,741.0,0.149697,2.0,43.0,1.0,1.0,matilda,1.8885,1.8895,100.0,5.0,5,5
g3254.col,100.0,742.0,0.149899,2.0,43.0,1.0,1.0,matilda,1.8919,1.89084,100.0,5.0,5,5
g3255.col,100.0,863.0,0.174343,1.0,47.0,1.0,1.0,matilda,0.9656,1.861,7.0,5.0,5,5
g3256.col,100.0,863.0,0.174343,1.0,53.0,1.0,1.0,matilda,0.9618,1.86048,5.0,4.0,4,4
g3257.col,100.0,861.0,0.173939,1.0,51.0,1.0,1.0,matilda,0.9761,1.86107,6.0,4.0,4,4
g3258.col,100.0,865.0,0.174747,1.0,47.0,1.0,1.0,matilda,0.9627,1.86219,6.0,4.0,4,4
g3259.col,100.0,862.0,0.174141,1.0,49.0,1.0,1.0,matilda,0.9693,1.86096,6.0,4.0,4,4
g3260.col,100.0,864.0,0.174545,1.0,48.0,1.0,1.0,matilda,0.9511,1.85992,6.0,4.0,4,4
g3261.col,100.0,866.0,0.174949,1.0,50.0,1.0,1.0,matilda,0.9538,1.86182,7.0,4.0,4,4
g3262.col,100.0,865.0,0.174747,1.0,50.0,1.0,1.0,matilda,0.969,1.86322,7.0,4.0,4,4
g3263.col,100.0,868.0,0.175354,1.0,51.0,1.0,1.0,matilda,0.9584,1.86405,6.0,5.0,5,5
g3264.col,100.0,859.0,0.173535,1.0,47.0,1.0,1.0,matilda,0.9634,1.85808,6.0,4.0,4,4
g3265.col,100.0,866.0,0.174949,1.0,47.0,1.0,1.0,matilda,0.969,1.86409,6.0,4.0,4,4
g3266.col,100.0,867.0,0.175152,1.0,47.0,1.0,1.0,matilda,0.9634,1.86405,6.0,4.0,4,4
g3267.col,100.0,864.0,0.174545,1.0,50.0,1.0,1.0,matilda,0.9693,1.86274,6.0,4.0,4,4
g3268.col,100.0,863.0,0.174343,1.0,43.0,1.0,1.0,matilda,0.9517,1.85965,6.0,5.0,5,5
g3269.col,100.0,1953.0,0.394545,24.0,67.0,1.0,1.0,matilda,14.3501,1.46056,4.0,4.0,4,4
g3270.col,100.0,1956.0,0.395152,24.0,69.0,1.0,1.0,matilda,14.3501,1.47047,5.0,4.0,4,4
g3271.col,100.0,2837.0,0.573131,34.0,79.0,1.0,1.0,matilda,33.9322,1.45681,4.0,4.0,4,4
g3272.col,100.0,422.0,0.085253,1.0,67.0,1.0,1.0,matilda,0.6436,0.9117,4.0,3.0,3,3
g3273.col,100.0,424.0,0.085657,1.0,69.0,1.0,1.0,matilda,0.6278,0.91162,4.0,4.0,4,4
g3274.col,100.0,423.0,0.085455,1.0,69.0,1.0,1.0,matilda,0.6181,0.9092,4.0,4.0,4,4
g3275.col,100.0,421.0,0.085051,1.0,68.0,1.0,1.0,matilda,0.6317,0.91297,4.0,4.0,4,4
g3276.col,100.0,421.0,0.085051,1.0,68.0,1.0,1.0,matilda,0.6181,0.90869,4.0,4.0,4,4
g3277.col,100.0,422.0,0.085253,1.0,68.0,1.0,1.0,matilda,0.618,0.91374,4.0,4.0,4,4
g3278.col,100.0,420.0,0.084848,1.0,68.0,1.0,1.0,matilda,0.6315,0.91538,4.0,4.0,4,4
g3279.col,100.0,419.0,0.084646,1.0,68.0,1.0,1.0,matilda,0.6299,0.91538,4.0,4.0,4,4
g3280.col,100.0,419.0,0.084646,1.0,68.0,1.0,1.0,matilda,0.5925,0.90463,4.0,4.0,4,4
g3281.col,100.0,418.0,0.084444,1.0,68.0,1.0,1.0,matilda,0.5922,0.90585,4.0,4.0,4,4
g3282.col,100.0,418.0,0.084444,1.0,68.0,1.0,1.0,matilda,0.5921,0.90806,4.0,4.0,4,4
g3283.col,100.0,417.0,0.084242,1.0,68.0,1.0,1.0,matilda,0.5911,0.90858,3.0,3.0,3,3
g3284.col,100.0,417.0,0.084242,1.0,68.0,1.0,1.0,matilda,0.6011,0.91483,4.0,4.0,4,4
g3285.col,100.0,416.0,0.08404,1.0,68.0,1.0,1.0,matilda,0.5927,0.91245,4.0,4.0,4,4
g3286.col,100.0,421.0,0.085051,1.0,68.0,1.0,1.0,matilda,0.5933,0.89977,4.0,4.0,4,4
g3287.col,100.0,415.0,0.083838,1.0,68.0,1.0,1.0,matilda,0.5919,0.91274,4.0,4.0,4,4
g3288.col,100.0,414.0,0.083636,1.0,68.0,1.0,1.0,matilda,0.6292,0.92336,4.0,4.0,4,4
g3289.col,100.0,414.0,0.083636,1.0,68.0,1.0,1.0,matilda,0.6007,0.91896,4.0,4.0,4,4
g3290.col,100.0,418.0,0.084444,1.0,68.0,1.0,1.0,matilda,0.6312,0.91924,4.0,4.0,4,4
g3291.col,100.0,418.0,0.084444,1.0,68.0,1.0,1.0,matilda,0.6312,0.91924,4.0,4.0,4,4
g3292.col,100.0,413.0,0.083434,1.0,68.0,1.0,1.0,matilda,0.5922,0.91661,4.0,4.0,4,4
g3293.col,100.0,413.0,0.083434,1.0,68.0,1.0,1.0,matilda,0.6005,0.92001,4.0,4.0,4,4
g3294.col,100.0,421.0,0.085051,1.0,68.0,1.0,1.0,matilda,0.6178,0.91726,4.0,4.0,4,4
g3295.col,100.0,421.0,0.085051,1.0,68.0,1.0,1.0,matilda,0.6178,0.91726,4.0,4.0,4,4
g3296.col,100.0,411.0,0.08303,1.0,68.0,1.0,1.0,matilda,0.6264,0.92551,4.0,4.0,4,4
g3297.col,100.0,411.0,0.08303,1.0,68.0,1.0,1.0,matilda,0.6299,0.92681,4.0,4.0,4,4
g3298.col,100.0,410.0,0.082828,1.0,68.0,1.0,1.0,matilda,0.6292,0.92707,4.0,4.0,4,4
g3299.col,100.0,409.0,0.082626,1.0,68.0,1.0,1.0,matilda,0.629,0.92759,4.0,4.0,4,4
g3300.col,100.0,413.0,0.083434,1.0,68.0,1.0,1.0,matilda,0.6303,0.92533,4.0,4.0,4,4
g3301.col,100.0,413.0,0.083434,1.0,68.0,1.0,1.0,matilda,0.6303,0.92533,4.0,4.0,4,4
g3302.col,100.0,424.0,0.085657,1.0,70.0,1.0,1.0,matilda,0.6262,0.90199,4.0,4.0,4,4
g3303.col,100.0,407.0,0.082222,1.0,68.0,1.0,1.0,matilda,0.6286,0.92835,4.0,4.0,4,4
g3304.col,100.0,400.0,0.080808,1.0,70.0,1.0,1.0,matilda,0.7291,0.93095,4.0,4.0,4,4
g3305.col,100.0,395.0,0.079798,1.0,73.0,1.0,1.0,matilda,0.7515,0.93417,4.0,4.0,4,4
g3306.col,100.0,395.0,0.079798,1.0,73.0,1.0,1.0,matilda,0.7523,0.93455,3.0,3.0,3,3
g3307.col,100.0,395.0,0.079798,1.0,73.0,1.0,1.0,matilda,0.7523,0.93455,3.0,3.0,3,3
g3308.col,100.0,393.0,0.079394,1.0,73.0,1.0,1.0,matilda,0.767,0.9334,4.0,4.0,4,4
g3309.col,100.0,406.0,0.08202,1.0,68.0,1.0,1.0,matilda,0.6284,0.92861,4.0,4.0,4,4
g3310.col,100.0,406.0,0.08202,1.0,68.0,1.0,1.0,matilda,0.6284,0.92861,4.0,4.0,4,4
g3311.col,100.0,406.0,0.08202,1.0,68.0,1.0,1.0,matilda,0.6284,0.92861,4.0,4.0,4,4
g3312.col,100.0,393.0,0.079394,1.0,73.0,1.0,1.0,matilda,0.767,0.93443,4.0,3.0,3,3
g3313.col,100.0,393.0,0.079394,1.0,73.0,1.0,1.0,matilda,0.7679,0.93513,4.0,3.0,3,3
g3314.col,100.0,395.0,0.079798,1.0,73.0,1.0,1.0,matilda,0.7466,0.93482,3.0,3.0,3,3
g3315.col,100.0,416.0,0.08404,1.0,68.0,1.0,1.0,matilda,0.6309,0.92217,4.0,4.0,4,4
g3316.col,100.0,416.0,0.08404,1.0,68.0,1.0,1.0,matilda,0.6309,0.92217,4.0,4.0,4,4
g3317.col,100.0,400.0,0.080808,1.0,69.0,1.0,1.0,matilda,0.6827,0.93029,4.0,4.0,4,4
g3318.col,100.0,400.0,0.080808,1.0,69.0,1.0,1.0,matilda,0.6824,0.93059,4.0,4.0,4,4
g3319.col,100.0,587.0,0.118586,0.0,43.0,18.0,1.0,matilda,0.0,1.33279,100.0,4.0,4,4
g3320.col,100.0,585.0,0.118182,0.0,43.0,18.0,1.0,matilda,0.0,1.33535,100.0,3.0,3,3
g3321.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.33365,100.0,3.0,3,3
g3322.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.33383,100.0,3.0,3,3
g3323.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.33217,100.0,3.0,3,3
g3324.col,100.0,586.0,0.118384,0.0,43.0,18.0,1.0,matilda,0.0,1.33964,100.0,4.0,4,4
g3325.col,100.0,585.0,0.118182,0.0,43.0,17.0,1.0,matilda,0.0,1.33729,100.0,3.0,3,3
g3326.col,100.0,586.0,0.118384,0.0,43.0,18.0,1.0,matilda,0.0,1.3398,100.0,3.0,3,3
g3327.col,100.0,585.0,0.118182,0.0,43.0,18.0,1.0,matilda,0.0,1.33767,100.0,3.0,3,3
g3328.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.33293,100.0,3.0,3,3
g3329.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.33587,100.0,3.0,3,3
g3330.col,100.0,585.0,0.118182,0.0,43.0,17.0,1.0,matilda,0.0,1.33919,100.0,4.0,4,4
g3331.col,100.0,585.0,0.118182,0.0,43.0,18.0,1.0,matilda,0.0,1.33955,100.0,4.0,4,4
g3332.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.33749,100.0,3.0,3,3
g3333.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33028,100.0,3.0,3,3
g3334.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33136,100.0,3.0,3,3
g3335.col,100.0,582.0,0.117576,0.0,43.0,18.0,1.0,matilda,0.0,1.33389,100.0,3.0,3,3
g3336.col,100.0,582.0,0.117576,0.0,38.0,10.0,1.0,matilda,0.0,1.33396,100.0,5.0,4,4
g3337.col,100.0,582.0,0.117576,0.0,43.0,18.0,1.0,matilda,0.0,1.33398,100.0,3.0,3,3
g3338.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.33669,100.0,3.0,3,3
g3339.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.33695,100.0,3.0,3,3
g3340.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.33706,100.0,3.0,3,3
g3341.col,100.0,580.0,0.117172,0.0,43.0,18.0,1.0,matilda,0.0,1.3298,100.0,3.0,3,3
g3342.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33234,100.0,3.0,3,3
g3343.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.33976,100.0,3.0,3,3
g3344.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.34,100.0,3.0,3,3
g3345.col,100.0,584.0,0.11798,0.0,43.0,18.0,1.0,matilda,0.0,1.34027,100.0,3.0,3,3
g3346.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33376,100.0,3.0,3,3
g3347.col,100.0,582.0,0.117576,0.0,43.0,18.0,1.0,matilda,0.0,1.33635,100.0,3.0,3,3
g3348.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33463,100.0,3.0,3,3
g3349.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.3348,100.0,3.0,3,3
g3350.col,100.0,579.0,0.11697,0.0,43.0,18.0,1.0,matilda,0.0,1.33043,100.0,3.0,3,3
g3351.col,100.0,580.0,0.117172,0.0,43.0,18.0,1.0,matilda,0.0,1.33325,100.0,3.0,3,3
g3352.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33598,100.0,3.0,3,3
g3353.col,100.0,582.0,0.117576,0.0,43.0,18.0,1.0,matilda,0.0,1.33867,100.0,3.0,3,3
g3354.col,100.0,583.0,0.117778,0.0,43.0,18.0,1.0,matilda,0.0,1.34115,100.0,3.0,3,3
g3355.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33679,100.0,3.0,3,3
g3356.col,100.0,578.0,0.116768,0.0,43.0,18.0,1.0,matilda,0.0,1.32977,100.0,3.0,3,3
g3357.col,100.0,579.0,0.11697,0.0,43.0,17.0,1.0,matilda,0.0,1.33254,100.0,3.0,3,3
g3358.col,100.0,583.0,0.117778,0.0,43.0,17.0,1.0,matilda,0.0,1.34299,100.0,3.0,3,3
g3359.col,100.0,582.0,0.117576,0.0,43.0,18.0,1.0,matilda,0.0,1.34057,100.0,4.0,4,4
g3360.col,100.0,578.0,0.116768,0.0,43.0,18.0,1.0,matilda,0.0,1.33102,100.0,3.0,3,3
g3361.col,100.0,579.0,0.11697,0.0,43.0,18.0,1.0,matilda,0.0,1.33404,100.0,3.0,3,3
g3362.col,100.0,579.0,0.11697,0.0,43.0,20.0,1.0,matilda,0.0,1.33432,100.0,4.0,4,4
g3363.col,100.0,581.0,0.117374,0.0,43.0,18.0,1.0,matilda,0.0,1.33984,100.0,4.0,4,4
g3364.col,100.0,580.0,0.117172,0.0,42.0,18.0,1.0,matilda,0.0,1.33746,100.0,3.0,3,3
g3365.col,100.0,578.0,0.116768,0.0,43.0,18.0,1.0,matilda,0.0,1.33305,100.0,3.0,3,3
g3366.col,100.0,577.0,0.116566,0.0,43.0,18.0,1.0,matilda,0.0,1.33072,100.0,3.0,3,3
g3367.col,100.0,580.0,0.117172,0.0,43.0,18.0,1.0,matilda,0.0,1.33984,100.0,3.0,3,3
g3368.col,100.0,581.0,0.117374,0.0,43.0,19.0,1.0,matilda,0.0,1.3431,4.0,3.0,3,3
g3369.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.91,1.20838,5.0,4.0,4,4
g3370.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.9112,1.20871,5.0,4.0,4,4
g3371.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.919,1.20838,5.0,4.0,4,4
g3372.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.9184,1.2083,5.0,4.0,4,4
g3373.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.912,1.20846,5.0,4.0,4,4
g3374.col,100.0,1238.0,0.250101,7.0,76.0,1.0,1.0,matilda,6.82,1.17916,3.0,3.0,3,3
g3375.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.9242,1.20905,5.0,4.0,4,4
g3376.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.9233,1.20773,5.0,4.0,4,4
g3377.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.896,1.20769,5.0,4.0,4,4
g3378.col,100.0,1237.0,0.249899,7.0,76.0,1.0,1.0,matilda,6.7988,1.17965,3.0,3.0,3,3
g3379.col,100.0,1036.0,0.209293,10.0,84.0,1.0,1.0,matilda,8.6416,1.20566,3.0,3.0,3,3
g3380.col,100.0,1008.0,0.203636,9.0,87.0,1.0,1.0,matilda,8.9114,1.20821,5.0,4.0,4,4
g3381.col,100.0,1031.0,0.208283,10.0,84.0,1.0,1.0,matilda,8.6752,1.20469,4.0,4.0,4,4
g3382.col,100.0,1014.0,0.204848,10.0,87.0,1.0,1.0,matilda,8.8911,1.20825,4.0,4.0,4,4
g3383.col,100.0,1017.0,0.205455,9.0,87.0,1.0,1.0,matilda,8.8598,1.20794,4.0,4.0,4,4
g3384.col,100.0,1236.0,0.249697,7.0,77.0,1.0,1.0,matilda,6.8438,1.18093,3.0,3.0,3,3
g3385.col,100.0,1007.0,0.203434,9.0,87.0,1.0,1.0,matilda,8.93,1.2076,5.0,4.0,4,4
g3386.col,100.0,1012.0,0.204444,9.0,87.0,1.0,1.0,matilda,8.9167,1.2065,6.0,4.0,4,4
g3387.col,100.0,1012.0,0.204444,9.0,87.0,1.0,1.0,matilda,8.9137,1.2085,5.0,4.0,4,4
g3388.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.9148,1.20688,5.0,4.0,4,4
g3389.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.8943,1.20708,5.0,4.0,4,4
g3390.col,100.0,1012.0,0.204444,9.0,87.0,1.0,1.0,matilda,8.9155,1.20922,5.0,4.0,4,4
g3391.col,100.0,1016.0,0.205253,10.0,84.0,1.0,1.0,matilda,8.82,1.20694,3.0,3.0,3,3
g3392.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.904,1.20689,5.0,4.0,4,4
g3393.col,100.0,1011.0,0.204242,9.0,87.0,1.0,1.0,matilda,8.908,1.20928,5.0,4.0,4,4
g3394.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.8929,1.20698,5.0,4.0,4,4
g3395.col,100.0,1237.0,0.249899,7.0,76.0,1.0,1.0,matilda,6.7992,1.18036,3.0,3.0,3,3
g3396.col,100.0,1008.0,0.203636,9.0,87.0,1.0,1.0,matilda,8.9123,1.20882,5.0,4.0,4,4
g3397.col,100.0,1030.0,0.208081,10.0,84.0,1.0,1.0,matilda,8.733,1.20514,3.0,3.0,3,3
g3398.col,100.0,1008.0,0.203636,9.0,87.0,1.0,1.0,matilda,8.9071,1.20724,5.0,4.0,4,4
g3399.col,100.0,1011.0,0.204242,9.0,87.0,1.0,1.0,matilda,8.9253,1.2062,5.0,4.0,4,4
g3400.col,100.0,1238.0,0.250101,7.0,76.0,1.0,1.0,matilda,6.8195,1.17796,3.0,3.0,3,3
g3401.col,100.0,1011.0,0.204242,9.0,87.0,1.0,1.0,matilda,8.9302,1.206,5.0,4.0,4,4
g3402.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.9228,1.20968,5.0,4.0,4,4
g3403.col,100.0,1018.0,0.205657,9.0,84.0,1.0,1.0,matilda,8.8439,1.20857,3.0,3.0,3,3
g3404.col,100.0,1007.0,0.203434,9.0,87.0,1.0,1.0,matilda,8.901,1.2073,5.0,4.0,4,4
g3405.col,100.0,1008.0,0.203636,9.0,87.0,1.0,1.0,matilda,8.9102,1.20901,5.0,4.0,4,4
g3406.col,100.0,1013.0,0.204646,9.0,87.0,1.0,1.0,matilda,8.9192,1.20544,5.0,4.0,4,4
g3407.col,100.0,1026.0,0.207273,9.0,84.0,1.0,1.0,matilda,8.745,1.20748,3.0,3.0,3,3
g3408.col,100.0,1013.0,0.204646,9.0,87.0,1.0,1.0,matilda,8.9139,1.20891,100.0,4.0,4,4
g3409.col,100.0,1013.0,0.204646,9.0,87.0,1.0,1.0,matilda,8.9159,1.20815,5.0,4.0,4,4
g3410.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.9209,1.20981,5.0,4.0,4,4
g3411.col,100.0,1238.0,0.250101,7.0,77.0,1.0,1.0,matilda,6.7769,1.17815,3.0,3.0,3,3
g3412.col,100.0,1024.0,0.206869,10.0,84.0,1.0,1.0,matilda,8.8079,1.20377,3.0,3.0,3,3
g3413.col,100.0,1235.0,0.249495,7.0,77.0,1.0,1.0,matilda,6.8346,1.178,3.0,3.0,3,3
g3414.col,100.0,1010.0,0.20404,9.0,87.0,1.0,1.0,matilda,8.9011,1.20611,5.0,4.0,4,4
g3415.col,100.0,1009.0,0.203838,9.0,87.0,1.0,1.0,matilda,8.9131,1.20623,5.0,4.0,4,4
